COMMENT,,,ValveAlarm$NXV444-31 - TK444 Inlet Drain Valve$N Not Closing,,ValveAlarms[014].0
COMMENT,,,ValveAlarm$NXV444-31 - TK444 Inlet Drain Valve$N Not Opening,,ValveAlarms[014].1
COMMENT,,,ValveAlarm$NXV444-31 - TK444 Inlet Drain Valve$N Lower Seat Not Lifting,,ValveAlarms[014].2
COMMENT,,,ValveAlarm$NXV444-31 - TK444 Inlet Drain Valve$N Upper Seat Not Lifting,,ValveAlarms[014].3
COMMENT,,,ValveAlarm$NXV444-31 - TK444 Inlet Drain Valve$N CheckSum Error,,ValveAlarms[014].4
COMMENT,,,ValveAlarm$NXV444-31 - TK444 Inlet Drain Valve$N Position Overrange,,ValveAlarms[014].5
COMMENT,,,ValveAlarm$NXV444-31 - TK444 Inlet Drain Valve$N No DeviceNet,,ValveAlarms[014].6
COMMENT,,,ValveAlarm$NXV444-31 - TK444 Inlet Drain Valve$N TX RX Error,,ValveAlarms[014].7
COMMENT,,,ValveAlarm$NXV444-31 - TK444 Inlet Drain Valve$N Button 1 Failure,,ValveAlarms[014].8
COMMENT,,,ValveAlarm$NXV444-31 - TK444 Inlet Drain Valve$N Button 2 Failure,,ValveAlarms[014].9
COMMENT,,,ValveAlarm$NXV444-31 - TK444 Inlet Drain Valve$N Actuation Timeout,,ValveAlarms[014].10
COMMENT,,,ValveAlarm$NXV444-31 - TK444 Inlet Drain Valve$N Multiple Solenoid ON,,ValveAlarms[014].11
COMMENT,,,ValveAlarm$NXV444-31 - TK444 Inlet Drain Valve$N Spare,,ValveAlarms[014].12
COMMENT,,,ValveAlarm$NXV444-31 - TK444 Inlet Drain Valve$N Spare,,ValveAlarms[014].13
COMMENT,,,ValveAlarm$NXV444-31 - TK444 Inlet Drain Valve$N Spare,,ValveAlarms[014].14
COMMENT,,,ValveAlarm$NXV444-31 - TK444 Inlet Drain Valve$N Spare,,ValveAlarms[014].15
COMMENT,,,ValveAlarm$NXV445-05 - TK445 Discharge Valve$N Valve Alarm,,ValveAlarms[015]
